,genre_ids,id,original_language,original_title,overview,popularity,release_date,title,vote_average,vote_count
98,"[18, 10749, 10752]",27367,en,Mrs. Miniver,"Middle-class housewife Kay Miniver deals with petty problems. She and her husband Clem watch her Oxford-educated son Vin court Carol Beldon, the charming granddaughter of the local nobility as represented by Lady Beldon. Then the war comes and Vin joins the RAF.",14.075,1942-07-03,Mrs. Miniver,7.1,228
99,"[18, 10752]",84085,en,The Pied Piper,"Englishman Mr. Howard is on a fishing holiday in eastern France when the Germans invade in 1940. Setting off to try and get back home he is persuaded to take along the two Cavanaugh children, and as his journey progresses his family keeps growing in size. Once in German-occupied northern France a new problem arises — the risk of being heard speaking English.",4.406,1942-08-21,The Pied Piper,6.9,9
100,"[18, 10751]",19140,en,The Pride of the Yankees,"The story of the life and career of the baseball hall of famer, Lou Gehrig.",11.833,1942-07-14,The Pride of the Yankees,7.3,105
101,"[10749, 18]",22387,en,Random Harvest,"An amnesiac World War I vet falls in love with a music hall star, only to suffer an accident which restores his original memories but erases his post-War life.",11.264,1942-12-17,Random Harvest,7.239,88
102,"[35, 18, 10749]",23159,en,The Talk of the Town,"When the Holmes Woolen Mill burns down, political activist Leopold Dilg is jailed for arson and accidental murder. Escaping, Leopold hides out in the home of his childhood sweetheart Nora Shelley... which she has just rented to unsuspecting law professor Michael Lightcap.",9.697,1942-08-20,The Talk of the Town,7.2,87
103,"[28, 18, 10752]",43786,en,Wake Island,"In late 1941, with no hope of relief or re-supply, a small band of United States Marines tries to keep the Japanese Navy from capturing their island base.",5.911,1942-08-11,Wake Island,5.7,22
104,"[18, 10402]",3087,en,Yankee Doodle Dandy,"A film of the life of the renowned musical composer, playwright, actor, dancer and singer George M. Cohan.",10.879,1942-05-29,Yankee Doodle Dandy,7.1,191
105,"[18, 10749]",289,en,Casablanca,"In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.",36.255,1943-01-15,Casablanca,8.167,5023
106,"[10752, 10749, 36, 18, 12]",27854,en,For Whom the Bell Tolls,Spain in the 1930s is the place to be for a man of action like Robert Jordan. There is a civil war going on and Jordan—who has joined up on the side that appeals most to idealists of that era—has been given a high-risk assignment up in the mountains. He awaits the right time to blow up a crucial bridge in order to halt the enemy's progress.,13.207,1943-07-12,For Whom the Bell Tolls,6.6,170
107,"[14, 18, 35, 10749]",18727,en,Heaven Can Wait,"Spoiled playboy Henry van Cleve dies and arrives at the entrance to Hell, a final destination he is sure he deserves after living a life of profligacy. The devil, however, isn't so sure Henry meets Hell's standards. Convinced he is where he belongs, Henry recounts his life's deeds, both good and bad, including an act of indiscretion during his 25-year marriage to his wife, Martha, with the hope that ""His Excellency"" will arrive at the proper judgment.",12.743,1943-08-05,Heaven Can Wait,6.9,202
108,"[35, 18, 10751]",48993,en,The Human Comedy,"Teenager Homer Macauley stays at home in the small town of Ithaca, California to support his family while his older brother Marcus prepares to go to war.",5.784,1943-03-02,The Human Comedy,6.4,23
109,"[18, 10752]",28093,en,In Which We Serve,"The story of the HMS Torrin, from its construction to its sinking in the Mediterranean during action in World War II. The ship's first and only commanding officer is Captain E.V. Kinross, who trains his men not only to be loyal to him and the country, but—most importantly—to themselves.",14.943,1942-09-17,In Which We Serve,6.9,78
110,"[18, 10749, 36]",37631,en,Madame Curie,"Poor physics student Marie is studying at the Sorbonne in 1890s Paris. One of the few women studying in her field, Marie encounters skepticism concerning her abilities, but is eventually offered a research placement in Pierre Curie's lab. The scientists soon fall in love and embark on a shared quest to extract, from a particular type of rock, a new chemical element they have named radium. However, their research puts them on the brink of professional failure.",7.278,1943-12-16,Madame Curie,7.3,34
111,"[35, 10749, 10752]",80616,en,The More the Merrier,"It's World War II and there is a severe housing shortage everywhere - especially in Washington, D.C. where Connie Milligan rents an apartment. Believing it to be her patriotic duty, Connie offers to sublet half of her apartment, fully expecting a suitable female tenent. What she gets instead is mischievous, middle-aged Benjamin Dingle. Dingle talks her into subletting to him and then promptly sublets half of his half to young, irreverent Joe Carter - creating a situation tailor-made for comedy and romance.",11.455,1943-05-13,The More the Merrier,6.9,71
112,"[37, 18]",980,en,The Ox-Bow Incident,A posse discovers a trio of men they suspect of murder and cow theft and are split between handing them over to the law or lynching them on the spot.,11.566,1943-03-11,The Ox-Bow Incident,7.667,336
113,[18],43516,en,The Song of Bernadette,"In 1858 Lourdes, France, Bernadette, an adolescent peasant girl, has a vision of ""a beautiful lady"" in the city dump. She never claims it to be anything other than this, but the townspeople all assume it to be the Virgin Mary. The pompous government officials think she is nuts, and do their best to suppress the girl and her followers, and the church wants nothing to do with the whole matter. But as Bernadette attracts wider and wider attention, the phenomenon overtakes everyone in the the town, and transforms their lives.",12.984,1943-12-21,The Song of Bernadette,7.0,103
114,"[18, 53]",68440,en,Watch on the Rhine,"On the eve of World War II, the German Kurt Müller, his American-born wife Sara, and their three children, having lived in Europe for years, visit Sara's wealthy mother near Washington, DC. Kurt secretly works for the anti-Nazi resistance. A visiting Romanian count, becoming aware of this, seeks to blackmail him.",10.116,1943-08-27,Watch on the Rhine,6.8,33
115,"[80, 53]",996,en,Double Indemnity,"A rich woman and a calculating insurance agent plot to kill her unsuspecting husband after he signs a double indemnity policy. Against a backdrop of distinctly Californian settings, the partners in crime plan the perfect murder to collect the insurance, which pays double if the death is accidental.",26.681,1944-06-14,Double Indemnity,8.1,1652
116,"[53, 18, 9648, 80]",13528,en,Gaslight,A newlywed fears she's going mad when strange things start happening at the family mansion.,19.064,1944-05-04,Gaslight,7.483,433
117,"[35, 18, 10402]",17661,en,Going My Way,"Youthful Father Chuck O'Malley led a colorful life of sports, song, and romance before joining the Roman Catholic clergy. After being appointed to a run-down New York parish, O'Malley's worldly knowledge helps him connect with a gang of boys looking for direction, eventually winning over the aging, conventional Parish priest.",15.927,1944-05-15,Going My Way,6.8,152
118,"[18, 10749, 10752]",42401,en,Since You Went Away,"While husband Tim is away during World War II, Anne Hilton copes with problems on the homefront. Taking in a lodger, Colonel Smollett, to help make ends meet and dealing with shortages and rationing are minor inconveniences compared to the love affair daughter Jane and the Colonel's grandson conduct.",7.578,1944-06-30,Since You Went Away,6.4,42
119,"[18, 36]",84084,en,Wilson,"The political career of Woodrow Wilson is chronicled, beginning with his decision to leave his post at Princeton to run for Governor of New Jersey, and his subsequent ascent to the Presidency of the United States. During his terms in office, Wilson must deal with the death of his first wife, the onslaught of German hostilities leading to American involvement in the Great War, and his own country's reticence to join the League of Nations.",3.786,1944-08-01,Wilson,5.7,19
120,"[35, 14, 10402, 10749, 10752]",17889,en,Anchors Aweigh,"Two sailors, Joe and Clarence have four days shore leave in spend their shore leave trying to get a girl for Clarence. Clarence has his eye on a girl with musical aspirations, and before Joe can stop him, promises to get her an audition with José Iturbi. But the trouble really starts when Joe realizes he's falling for his buddy's girl.",16.097,1945-08-13,Anchors Aweigh,6.8,144
121,"[35, 18]",32430,en,The Bells of St. Mary's,"Father O'Malley is sent to St. Mary's, a run-down parochial school on the verge of condemnation. He and Sister Benedict work together in an attempt to save the school, though their differing methods often lead to good-natured disagreements.",13.14,1945-12-27,The Bells of St. Mary's,6.9,119
122,[18],28580,en,The Lost Weekend,"Don Birnam, a long-time alcoholic, has been sober for ten days and appears to be over the worst... but his craving has just become more insidious. Evading a country weekend planned by his brother and girlfriend, he begins a four-day bender that just might be his last - one way or another.",17.287,1945-11-29,The Lost Weekend,7.643,526
123,"[80, 18]",3309,en,Mildred Pierce,A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.,16.721,1945-10-20,Mildred Pierce,7.6,358
124,"[53, 9648, 10749, 18]",4174,en,Spellbound,"When Dr. Anthony Edwardes arrives at a Vermont mental hospital to replace the outgoing hospital director, Dr. Constance Peterson, a psychoanalyst, discovers Edwardes is actually an impostor. The man confesses that the real Dr. Edwardes is dead and fears he may have killed him, but cannot recall anything. Dr. Peterson, however is convinced his impostor is innocent of the man's murder, and joins him on a quest to unravel his amnesia through psychoanalysis.",12.501,1945-11-08,Spellbound,7.422,814
125,"[18, 10749, 10752]",887,en,The Best Years of Our Lives,"It's the hope that sustains the spirit of every GI: the dream of the day when he will finally return home. For three WWII veterans, the day has arrived. But for each man, the dream is about to become a nightmare.",15.634,1946-12-25,The Best Years of Our Lives,7.806,586
126,"[18, 36, 10752]",22638,en,The Chronicle History of King Henry the Fifth with His Battell Fought at Agincourt in France,"In the midst of the Hundred Years' War, the young King Henry V of England embarks on the conquest of France in 1415.",16.889,1944-11-24,Henry V,6.6,100
